0, -0.9375,-1.25,0.875, 0.01904297,-0.05224609,0.9780273, 0.2099609,0.03125,-0.4487305
0.00390625, -0.9375,-1.25,0.875, 0.01904297,-0.05224609,0.9780273, 0.2099609,0.03125,-0.4487305
0.0078125, -0.9375,-1.875,0.25, 0.01904297,-0.06787109,0.9975586, 0.2099609,0.03125,-0.4487305
0.01171875, -1.3125,-2,0.125, 0.02685547,-0.03271484,0.9897461, 0.2148438,0.04101563,-0.4536133
0.015625, -1.75,-2.125,0, 0.003417969,-0.03271484,0.9936523, 0.2148438,0.04101563,-0.4536133
0.01953125, -1.5625,-2.3125,-0.1875, 0,-0.009277344,1.020508, 0.2148438,0.04101563,-0.4536133
0.0234375, -1.25,-2.1875,-0.0625, -0.00390625,-0.02880859,1.020508, 0.2148438,0.04101563,-0.4536133
0.02734375, -1,-1.9375,-0.0625, 0.01123047,-0.03271484,1.001465, 0.2148438,0.04101563,-0.4536133
0.03125, -0.8125,-1.6875,0.0625, -0.0078125,-0.04443359,1.009277, 0.2148438,0.04101563,-0.4536133
0.03515625, -0.625,-1.3125,0, 0.01513672,-0.03271484,1.001465, 0.2148438,0.04101563,-0.4536133
0.0390625, -0.875,-1.0625,0.375, 0.007324219,-0.03271484,0.9819336, 0.2124023,0.03857422,-0.4384766
0.04296875, -0.8125,-0.625,0.4375, 0.003417969,-0.02490234,1.005371, 0.2124023,0.03857422,-0.4384766
0.046875, -1.1875,-0.625,0.625, -0.00390625,-0.05615234,1.012695, 0.2124023,0.03857422,-0.4384766
0.05078125, -1.4375,-0.6875,0.625, 0.02294922,-0.04052734,1.009277, 0.2050781,0.03125,-0.4384766
0.0546875, -1.625,-1.0625,0.8125, 0,-0.05224609,0.9858398, 0.2050781,0.03125,-0.4384766
0.05859375, -1.625,-1,0.6875, 0.03076172,-0.04052734,0.9936523, 0.2050781,0.03125,-0.4384766
0.0625, -2,-0.875,0.625, 0.01904297,-0.06005859,0.9897461, 0.2050781,0.03125,-0.4384766
0.06640625, -2.6875,-1.1875,0.625, 0.01904297,-0.04443359,1.005371, 0.2099609,0.03857422,-0.4414063
0.0703125, -2.875,-1.3125,0.625, 0.02294922,-0.06005859,1.009277, 0.2099609,0.03857422,-0.4414063
0.07421875, -3.125,-1.375,0.875, 0.007324219,-0.03271484,1.001465, 0.2099609,0.03857422,-0.4414063
0.078125, -2.875,-1.9375,0.75, 0.02685547,-0.06787109,1.005371, 0.2021484,0.02587891,-0.4438477
0.08203125, -2.75,-2.375,0.5625, 0.03515625,-0.06005859,0.9741211, 0.2021484,0.02587891,-0.4438477
0.0859375, -2.5,-2.75,0.75, 0.02294922,-0.04443359,0.9858398, 0.2021484,0.02587891,-0.4438477
0.08984375, -2.25,-3.125,0.8125, 0.01123047,-0.05224609,1.005371, 0.2021484,0.02587891,-0.4438477
0.09375, -2.125,-3,1.0625, -0.00390625,-0.05224609,1.001465, 0.2021484,0.02587891,-0.4438477
0.09765625, -2.0625,-2.5,1.1875, 0.02294922,-0.05224609,1.005371, 0.2021484,0.02587891,-0.4438477
0.1015625, -2.125,-2.3125,1.4375, 0.003417969,-0.05224609,1.001465, 0.2021484,0.02587891,-0.4438477
0.10546875, -2.125,-2,1.1875, 0.01904297,-0.04833984,1.001465, 0.2148438,0.03613281,-0.4462891
0.109375, -2.125,-1.5625,0.75, 0.01123047,-0.03662109,1.005371, 0.2148438,0.03613281,-0.4462891
0.11328125, -1.625,-1.3125,0.3125, 0.003417969,-0.05615234,0.9858398, 0.2148438,0.03613281,-0.4462891
0.1171875, -1.3125,-0.625,0.125, 0.01513672,-0.02880859,0.9741211, 0.2124023,0.03125,-0.4360352
0.12109375, -1.625,-0.5625,0.0625, 0.01904297,-0.04052734,1.001465, 0.2124023,0.03125,-0.4360352
0.125, -1.3125,-0.375,-0.375, -0.0078125,-0.04443359,1.001465, 0.2124023,0.03125,-0.4360352
0.12890625, -1.5,0.125,-0.125, 0.003417969,-0.05615234,0.9936523, 0.2124023,0.03125,-0.4360352
0.1328125, -1.5625,0.25,-0.375, 0.01123047,-0.06005859,0.9936523, 0.2021484,0.02099609,-0.4438477
0.13671875, -1.6875,0.3125,-0.3125, 0.003417969,-0.04833984,1.001465, 0.2021484,0.02099609,-0.4438477
0.140625, -2,0.5625,-0.375, 0,-0.06396484,1.016602, 0.2021484,0.02099609,-0.4438477
0.14453125, -2.25,0.625,0, 0,-0.05615234,0.9819336, 0.2050781,0.03857422,-0.4462891
0.1484375, -2.3125,1.125,0.4375, -0.00390625,-0.04833984,1.005371, 0.2050781,0.03857422,-0.4462891
0.15234375, -2,1,0.625, 0.01123047,-0.06005859,0.9897461, 0.2050781,0.03857422,-0.4462891
0.15625, -1.625,0.9375,0.75, 0.01123047,-0.05224609,1.001465, 0.2148438,0.03125,-0.4414063
0.16015625, -1.25,0.75,0.75, 0.03076172,-0.05615234,0.9780273, 0.2148438,0.03125,-0.4414063
0.1640625, -1.125,0.0625,0.4375, 0.02294922,-0.05224609,0.9819336, 0.2148438,0.03125,-0.4414063
0.16796875, -1.25,-0.25,0.8125, 0.01904297,-0.03662109,1.001465, 0.2148438,0.03125,-0.4414063
0.171875, -1.3125,-1.125,0.8125, 0.03515625,-0.06005859,0.9975586, 0.2021484,0.02587891,-0.4462891
0.17578125, -1.4375,-1.1875,0.75, 0.01513672,-0.05615234,0.9936523, 0.2021484,0.02587891,-0.4462891
0.1796875, -1.75,-1.8125,0.8125, 0.01904297,-0.06787109,0.9897461, 0.2021484,0.02587891,-0.4462891
0.18359375, -2,-2.125,0.875, 0.02294922,-0.03662109,0.9819336, 0.2050781,0.02099609,-0.4511719
0.1875, -2.125,-2.0625,0.8125, 0.02294922,-0.05224609,1.005371, 0.2050781,0.02099609,-0.4511719
0.19140625, -1.75,-1.8125,0.75, 0.01123047,-0.03271484,1.001465, 0.2050781,0.02099609,-0.4511719
0.1953125, -1.375,-1.6875,0.5625, 0.01904297,-0.06396484,1.012695, 0.2050781,0.02099609,-0.4511719
0.19921875, -0.8125,-1.75,0.0625, 0.01904297,-0.05224609,0.9819336, 0.2050781,0.02099609,-0.4511719
0.203125, -0.3125,-1.5625,0.125, 0.003417969,-0.03271484,0.9897461, 0.2050781,0.02099609,-0.4511719
0.20703125, -0.3125,-1,0, 0.01904297,-0.03271484,1.001465, 0.2050781,0.02099609,-0.4511719
0.2109375, -0.0625,-0.6875,0.25, 0.01904297,-0.05224609,1.009277, 0.2177734,0.03857422,-0.4462891
0.21484375, 0,-0.0625,0.125, 0.01123047,-0.05615234,1.020508, 0.2177734,0.03857422,-0.4462891
0.21875, -0.75,0,0.0625, 0.02294922,-0.06787109,0.9858398, 0.2177734,0.03857422,-0.4462891
0.22265625, -1.5,0.4375,-0.0625, 0.01904297,-0.06005859,1.012695, 0.2124023,0.03369141,-0.4487305
0.2265625, -1.75,0.375,-0.125, 0.02685547,-0.04052734,1.012695, 0.2124023,0.03369141,-0.4487305
0.23046875, -1.8125,0.3125,-0.5625, 0.02294922,-0.02099609,1.005371, 0.2124023,0.03369141,-0.4487305
0.234375, -1.6875,0.5625,-0.375, 0.02685547,-0.06005859,1.001465, 0.2124023,0.03369141,-0.4487305
0.23828125, -2,0.25,-0.75, 0.03076172,-0.05224609,0.9936523, 0.2050781,0.04345703,-0.4360352
0.2421875, -2.4375,0.125,-1, 0.03076172,-0.05615234,1.005371, 0.2050781,0.04345703,-0.4360352
0.24609375, -2.25,-0.1875,-1.375, 0.01123047,-0.05615234,0.9858398, 0.2050781,0.04345703,-0.4360352
0.25, -1.4375,-0.1875,-1.5, -0.01220703,-0.06396484,0.9897461, 0.2021484,0.04345703,-0.4487305
0.25390625, -1.3125,-0.6875,-1.6875, 0.01904297,-0.05615234,0.9741211, 0.2021484,0.04345703,-0.4487305
0.2578125, -0.6875,-0.8125,-1.375, 0.003417969,-0.06396484,1.001465, 0.2021484,0.04345703,-0.4487305
0.26171875, -1.1875,-0.6875,-1.3125, 0.01123047,-0.07177734,0.9819336, 0.2021484,0.04345703,-0.4487305
0.265625, -1.4375,-0.375,-1.4375, 0.01904297,-0.05224609,0.9975586, 0.2021484,0.04345703,-0.4487305
0.26953125, -1.3125,-0.1875,-1.625, 0.01513672,-0.06396484,0.9858398, 0.2021484,0.04345703,-0.4487305
0.2734375, -0.8125,-0.0625,-1.75, 0.01123047,-0.04443359,1.001465, 0.2021484,0.04345703,-0.4487305
0.27734375, -0.4375,0.25,-1.8125, 0,-0.02880859,0.9897461, 0.2075195,0.04101563,-0.4384766
0.28125, 0,0.625,-1.75, 0.01904297,-0.01708984,1.016602, 0.2075195,0.04101563,-0.4384766
0.28515625, -0.375,1.1875,-1.5625, 0.003417969,-0.03662109,1.032227, 0.2075195,0.04101563,-0.4384766
0.2890625, -0.5,1.125,-1.5625, 0.01513672,-0.02880859,1.005371, 0.2050781,0.04345703,-0.4462891
0.29296875, -0.75,1.5,-1.125, 0.003417969,-0.03662109,0.9819336, 0.2050781,0.04345703,-0.4462891
0.296875, -1.125,1.3125,-0.6875, 0.01513672,-0.06787109,1.005371, 0.2050781,0.04345703,-0.4462891
0.30078125, -1.5625,1.1875,-0.1875, 0.01513672,-0.05224609,1.005371, 0.2050781,0.04345703,-0.4462891
0.3046875, -1.3125,0.75,0.125, 0.007324219,-0.05224609,1.020508, 0.2124023,0.03125,-0.4438477
0.30859375, -0.75,0.25,0.3125, 0.01123047,-0.04833984,0.9975586, 0.2124023,0.03125,-0.4438477
0.3125, -0.3125,-0.1875,0.375, 0.01904297,-0.04443359,1.005371, 0.2124023,0.03125,-0.4438477
0.31640625, -0.4375,-0.3125,0.75, -0.00390625,-0.06787109,0.9897461, 0.2148438,0.03857422,-0.4462891
0.3203125, -0.625,-0.0625,1, 0.01904297,-0.05615234,1.005371, 0.2148438,0.03857422,-0.4462891
0.32421875, -0.25,0,1.4375, 0.01123047,-0.04833984,0.9897461, 0.2148438,0.03857422,-0.4462891
0.328125, -0.3125,0,1.9375, 0.01904297,-0.04052734,0.9936523, 0.1923828,0.03369141,-0.4414063
0.33203125, -0.8125,0.0625,1.625, 0.03076172,-0.05224609,1.005371, 0.1923828,0.03369141,-0.4414063
0.3359375, -1.0625,0,1.375, 0,-0.02880859,0.9897461, 0.1923828,0.03369141,-0.4414063
0.33984375, -1.1875,-0.375,1.375, 0.01904297,-0.04833984,1.001465, 0.1923828,0.03369141,-0.4414063
0.34375, -1.25,-0.625,0.9375, 0.01904297,-0.05224609,1.012695, 0.199707,0.04833984,-0.4438477
0.34765625, -0.625,-0.9375,0.6875, 0.01123047,-0.04443359,1.001465, 0.199707,0.04833984,-0.4438477
0.3515625, -0.25,-0.9375,0.5625, 0.01513672,-0.04833984,0.9858398, 0.199707,0.04833984,-0.4438477
0.35546875, -0.3125,-0.75,0.3125, 0.01123047,-0.04052734,0.9858398, 0.2075195,0.04101563,-0.4384766
0.359375, -0.5625,-0.25,0.0625, 0.02294922,-0.04443359,0.9858398, 0.2075195,0.04101563,-0.4384766
0.36328125, -1,-0.0625,0.25, 0.02294922,-0.06787109,1.005371, 0.2075195,0.04101563,-0.4384766
0.3671875, -1.1875,0,0, 0.01904297,-0.04833984,1.001465, 0.2075195,0.04101563,-0.4384766
